dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,real_net_worth,rly,rnw,ry,saving,saving_rate,sb_1975_4,unemp,y_deflator,yield_10y,yield_3m
1981-10-01,1981-12-31 23:59:59.999,12703752.6,7786996.6,4916756,0.48964,64.3,94.100,825509,12.3,109.17,52.8,1550692.0,16.92,77.6,1976.1,236.8,2330.3,11153060.6,2252.7,1103.6,2682.3,15.75,158.48009269192806,4035.9,4759.1,22777552.547508904,4600.6199073080728,22757950.01796868,5468.8,289.0,12.4,0,8.5,0.48965140467735496,14.0866666666667,13.99
1982-01-01,1982-03-31 23:59:59.999,12807238.8,7776904.8,5030334.0000000008,0.49584,62.0,94.700,858888,13.1,110.88,55.6,1554941.0,17.16,77.5,2014.4,246.4,2362.6,11252297.8,2285.1,1128.1,2714.5,16.50,156.29899263523236,4062.6,4764.8,22693197.560924408,4608.5010073647672,22700816.585277372,5470.6,279.5,11.8,0,9.0,0.49584452652787104,14.2933333333333,14.52
1982-04-01,1982-06-30 23:59:59.999,12946973.6,7871869.6,5075104,0.50056,65.7,97.000,867916,13.7,111.84,58.3,1579816.0,16.70,76.4,2041.1,249.2,2398.8,11367157.6,2322.4,1153.1,2757.9,16.50,152.63119893279972,4077.6,4792.3,22709200.169451388,4639.6688010672,22700509.183279412,5488.0,285.7,11.9,0,9.6,0.50055297039000072,13.93,14.78
1982-07-01,1982-09-30 23:59:59.999,13170196.2,8073260.2,5096935.9999999992,0.50843,69.3,97.700,925631,14.1,111.00,60.5,1589863.0,15.43,77.0,2089.2,252.1,2449.6,11580333.2,2372.6,1187.4,2799.1,13.50,151.44758327890266,4109.1,4818.0,22776798.398758976,4666.5524167210968,22800805.5419506,5497.9,285.8,11.7,0,10.1,0.50842673308426736,13.1166666666667,11.52
1982-10-01,1982-12-31 23:59:59.999,13537660.4,8389550.4,5148110,0.51407,71.9,97.700,987719,14.4,112.39,62.9,1624369.0,13.62,79.4,2150.9,264.4,2487.9,11913291.4,2408.5,1229.8,2843.9,11.50,154.4564411752884,4184.1,4839.7,23174868.921009688,4685.243558824712,23173702.20080332,5549.6,259.7,10.4,0,10.8,0.51406078889187344,10.6666666666667,9.74
1983-01-01,1983-03-31 23:59:59.999,13870873.2,8656870.2,5214003,0.51850,80.8,98.100,1043339,14.2,114.39,65.6,1616648.0,12.80,80.9,2190.6,268.9,2530.9,12254225.2,2450.0,1264.7,2881.3,10.50,156.03033308309298,4224.8,4881.3,23634497.399644392,4725.2696669169072,23613193.075968588,5566.4,260.6,10.3,0,10.3,0.51848892713006776,10.5633333333333,10.04
1983-04-01,1983-06-30 23:59:59.999,14208943.5,8934668.5,5274275,0.52328,92.2,99.400,1090291,14.9,115.56,67.6,1666798.0,12.87,81.9,2254.5,289.6,2572.4,12542145.5,2490.5,1291.9,2931.4,10.50,156.51228813559322,4308.4,4915.9,23968252.629237288,4759.3877118644072,23941773.130983496,5604.6,235.4,9.2,0,10.1,0.52328159645232816,10.5433333333333,10.41
1983-07-01,1983-09-30 23:59:59.999,14403990.9,9063012.9,5340978,0.53018,89.9,100.400,1138188,15.6,116.55,69.8,1725156.0,13.73,84.2,2324.3,302.4,2645.6,12678834.9,2561.4,1333.5,2990.5,11.00,158.8170622921077,4384.0,4990.1,23914671.165138348,4831.2829377078936,23970037.491008392,5651.5,235.9,8.9,0,9.2,0.5301697360774332,11.6266666666667,10.79
1983-10-01,1983-12-31 23:59:59.999,14562646.7,9151717.7,5410929,0.53371,94.2,101.400,1174425,15.9,117.19,71.9,1788160.0,13.42,86.2,2376.7,319.3,2720.6,12774486.7,2634.4,1360.9,3075.8,11.00,161.51331323972656,4453.1,5097.6,23935611.042387708,4936.0866867602744,23955236.875421896,5803.6,256.1,9.4,0,8.3,0.53370213433772752,11.6866666666667,11.13
1984-01-01,1984-03-31 23:59:59.999,14819300.6,9210873.6,5608427,0.53948,101.0,102.900,1223898,16.4,118.93,72.9,1822137.0,13.39,88.4,2422.8,331.4,2806.3,12997163.6,2717.9,1384.9,3166.9,11.50,163.85957310337458,4490.9,5201.8,24091738.450799988,5037.9404268966264,24036169.518076772,5896.1,294.2,10.5,0,7.8,0.53948633165442728,11.9433333333333,11.86
1984-04-01,1984-06-30 23:59:59.999,15094109.9,9322106.9,5772003,0.54474,95.5,103.700,1255100,17.0,120.47,75.2,1887385.0,14.42,90.7,2481.2,341.3,2880.7,13206724.9,2790.0,1417.6,3250.7,13.00,166.50425591002186,4554.9,5288.3,24244497.27103482,5121.7957440899784,24199728.510504968,5992.6,307.4,10.7,0,7.2,0.54473082086871016,13.2,13.48
1984-07-01,1984-09-30 23:59:59.999,15471607.4,9547803.4,5923804,0.54897,100.9,104.700,1309183,17.1,121.68,78.0,1941817.0,14.35,90.9,2519.7,342.1,2942.9,13529790.4,2852.0,1453.1,3326.5,12.75,165.5838526623399,4589.9,5360.8,24645927.61436678,5195.21614733766,24736702.099441392,6095.0,328.0,11.1,0,7.3,0.54896657215340992,12.8666666666667,12.28
1984-10-01,1984-12-31 23:59:59.999,15801181.1,9733683.1,6067498,0.55239,92.9,105.500,1373366,17.8,122.66,80.1,2007932.0,13.18,92.6,2568.9,353.8,2985.6,13793249.1,2893.0,1482.3,3381.1,10.75,167.6358989817792,4650.6,5404.9,24970234.479029344,5237.2641010182216,25001153.678795956,6149.6,318.8,10.7,0,7.3,0.55238764824511088,11.7433333333333,10.52
1985-01-01,1985-03-31 23:59:59.999,16258412.0,10029019.0,6229393,0.55900,93.7,106.800,1415232,18.3,124.35,87.5,2082856.0,13.17,95.3,2643.9,368.0,3014.1,14175556.0,2918.8,1533.5,3445.9,10.50,170.4845890979065,4729.7,5392.0,25359011.961116088,5221.5154109020936,25275895.69638308,6173.3,264.4,8.8,0,7.2,0.55899480712166168,11.5833333333333,10.79
1985-04-01,1985-06-30 23:59:59.999,16655628.5,10248276.5,6407352,0.56371,96.5,107.500,1460484,18.4,126.25,90.9,2159299.0,12.22,96.8,2691.2,373.3,3098.0,14496329.5,3001.2,1565.2,3486.1,9.50,171.72157520981276,4774.1,5495.8,25716245.211781792,5324.0784247901864,25660066.609315388,6190.4,297.6,9.6,0,7.4,0.563703191528076,10.8133333333333,9.08
1985-07-01,1985-09-30 23:59:59.999,16923750.5,10328072.5,6595678,0.56820,92.1,108.100,1506558,19.1,128.25,93.3,2250661.0,12.19,98.2,2764.7,396.5,3112.2,14673089.5,3014.0,1607.8,3533.3,9.50,172.82972816657028,4865.8,5477.4,25824298.061596296,5304.5702718334296,25940981.140642232,6227.7,235.1,7.6,0,7.1,0.5681892868879396,10.3366666666667,9.27
1985-10-01,1985-12-31 23:59:59.999,17639382.5,10855182.5,6784200,0.57211,93.9,109.500,1597083,19.2,129.64,96.2,2362188.0,11.26,99.3,2790.9,383.8,3169.7,15277194.5,3070.4,1633.8,3598.1,9.50,173.56588636148532,4878.3,5540.3,26702918.474413988,5366.7341136385152,26736786.331437996,6309.8,263.4,8.3,0,7.0,0.57211703337364392,9.76,8.22
1986-01-01,1986-03-31 23:59:59.999,18159764.1,11248501.1,6911263.0000000016,0.57621,95.1,109.100,1634259,20.2,132.12,97.9,2386674.0,10.08,103.1,2834.7,391.6,3232.2,15773090.1,3129.1,1663.9,3657.9,9.00,178.92739929459808,4919.6,5609.4,27373792.341730088,5430.4726007054016,27271653.241495076,6389.1,279.3,8.6,0,7.2,0.57621135950369032,8.5566666666666704,7.02
1986-04-01,1986-06-30 23:59:59.999,18592448.3,11512574.3,7079874,0.57553,99.3,109.400,1684939,20.6,134.88,99.0,2454187.0,10.68,106.2,2863.0,407.3,3271.2,16138261.3,3165.0,1688.3,3700.1,8.50,184.52866837857668,4974.6,5683.9,28041166.361906944,5499.3713316214232,27981534.237822324,6425.9,288.6,8.8,0,7.2,0.57552032935132568,7.6033333333333296,7.00
1986-07-01,1986-09-30 23:59:59.999,18829654.3,11571806.3,7257848,0.57846,91.9,110.000,1742445,21.2,136.92,99.3,2538893.0,10.01,107.3,2929.7,445.7,3311.2,16290761.3,3203.9,1713.0,3750.0,7.50,185.49043549166468,5064.7,5724.1,28161979.571554124,5538.6095645083352,28301230.465372708,6485.0,260.9,7.9,0,7.0,0.57846648381404928,7.3066666666666704,6.68
1986-10-01,1986-12-31 23:59:59.999,19467700.2,12044956.2,7422744,0.58192,89.1,110.800,1811744,22.4,139.03,99.8,2627366.0,9.31,107.5,2966.1,441.1,3336.9,16840334.2,3229.4,1746.0,3792.4,7.50,184.73673169708412,5097.1,5734.4,28939798.146926788,5549.663268302916,28958816.600609792,6530.4,248.6,7.4,0,6.6,0.5819091796875,7.2633333333333296,6.56
1987-01-01,1987-03-31 23:59:59.999,20129429.1,12542263.1,7587166.0000000016,0.58814,90.8,112.200,1839271,22.1,141.76,98.4,2634844.0,9.04,108.7,2998.3,418.5,3400.4,17494585.1,3291.7,1782.4,3850.6,7.50,184.81940948123752,5097.9,5781.6,29745527.94205388,5596.7805905187632,29638793.200842248,6564.2,281.6,8.3,0,6.6,0.58814169088141688,7.1933333333333296,6.79
1987-04-01,1987-06-30 23:59:59.999,20509900.8,12751902.8,7757998,0.59374,91.5,113.500,1871150,22.9,143.99,98.3,2725924.0,10.54,109.7,3068.8,439.1,3399.5,17783976.8,3289.8,1817.4,3910.6,8.25,184.75874393293132,5168.6,5725.5,29952098.593440216,5540.7412560670688,29901394.6267896,6595.3,209.6,6.2,0,6.2,0.59374727098070032,8.3433333333333408,7.76
1987-07-01,1987-09-30 23:59:59.999,20998026.5,13076041.5,7921985,0.59931,93.6,114.700,1893110,23.9,145.59,99.2,2802776.0,10.89,113.2,3133.5,460.5,3493.7,18195250.5,3380.5,1852.3,3982.2,8.75,188.88591464636348,5228.5,5829.6,30360658.417952316,5640.7140853536368,30511637.374532672,6658.9,237.1,6.8,0,5.9,0.59930355427473584,8.8766666666666704,8.93
1987-10-01,1987-12-31 23:59:59.999,20857071.7,12814437.7,8042634,0.60457,86.8,115.600,1954065,24.0,146.52,99.9,2835222.0,10.65,117.1,3167.6,449.9,3571.5,18021849.7,3454.4,1890.9,4077.9,8.75,193.69123617527648,5239.5,5907.5,29809345.40186196,5713.8087638247232,29806486.64482238,6803.4,280.0,7.8,0,5.7,0.6045704612780364,9.1233333333333296,8.04
1988-01-01,1988-03-31 23:59:59.999,21371810.6,13161799.6,8210011.0000000016,0.60926,94.6,116.500,1996711,24.9,148.81,100.6,2876635.0,9.93,121.6,3249.0,470.4,3651.7,18495175.6,3530.1,1940.2,4152.8,8.50,199.58756743434564,5332.7,5993.7,30356966.342722572,5794.1124325656544,30250155.65373918,6833.9,277.3,7.6,0,5.7,0.60925638587183208,8.4166666666666608,7.66
1988-04-01,1988-06-30 23:59:59.999,21863516.7,13436486.7,8427030,0.61599,94.7,118.000,2013414,25.5,151.77,102.1,2963318.0,10.46,126.2,3309.0,473.2,3730.0,18900198.7,3603.8,1982.2,4226.8,9.00,204.8703056300268,5371.8,6055.2,30682167.06923324,5850.3296943699736,30661721.720225312,6878.0,293.5,7.9,0,5.4,0.6159994715286036,8.91,8.18
